paper,weightedAverage,decision
Paper595,6.857142857142857,Accept
Paper596,1.75,Reject
Paper597,3.857142857142857,Accept
Paper598,5.375,Reject
Paper599,3.0,Reject
Paper6,3.6,Reject
Paper60,2.4285714285714284,Reject
Paper600,6.333333333333333,Accept
Paper601,3.75,Reject
Paper602,3.0,Reject
Paper603,3.3333333333333335,Reject
Paper604,6.0,Accept
Paper605,2.142857142857143,Reject
Paper606,7.75,Accept
Paper607,3.0,Reject
Paper608,6.571428571428571,Accept
Paper609,5.333333333333333,Reject
Paper61,5.333333333333333,Accept
Paper610,4.0,Reject
Paper611,5.333333333333333,Accept
Paper612,6.0,Reject
Paper613,3.75,Reject
Paper614,3.4285714285714284,Reject
Paper615,6.5,Accept
Paper616,4.5,Reject
Paper617,5.1,Reject
Paper618,3.0,Reject
Paper619,6.0,Accept
Paper62,3.0,Reject
Paper620,2.857142857142857,Reject
Paper621,2.857142857142857,Reject
Paper623,4.666666666666667,Accept
Paper624,4.5,Reject
Paper625,4.4,Reject
Paper627,3.0,Reject
Paper628,2.111111111111111,Reject
Paper629,3.857142857142857,Reject
Paper63,2.0,Reject
Paper630,5.666666666666667,Accept
Paper631,3.0,Reject
Paper632,1.0,Reject
Paper634,5.142857142857143,Reject
Paper635,2.272727272727273,Reject
Paper636,3.75,Reject
Paper637,5.454545454545454,Reject
Paper638,2.7142857142857144,Reject
Paper639,5.25,Accept
Paper64,1.0,Reject
Paper640,2.25,Reject
Paper641,4.0,Reject
Paper642,2.7777777777777777,Reject
Paper645,6.333333333333333,Accept
Paper646,7.2727272727272725,Accept
Paper647,1.0,Reject
Paper649,2.5,Reject
Paper650,1.0,Reject
Paper651,3.111111111111111,Reject
Paper652,3.6666666666666665,Reject
Paper653,5.222222222222222,Reject
Paper654,1.8,Reject
Paper655,6.8,Accept
Paper657,3.6,Reject
Paper658,3.0,Reject
Paper659,3.3333333333333335,Reject
Paper66,3.75,Reject
Paper660,1.6,Reject
Paper661,7.25,Accept
Paper662,5.888888888888889,Accept
Paper663,6.888888888888889,Accept
Paper665,7.142857142857143,Accept
Paper666,3.5,Reject
Paper667,4.875,Reject
Paper668,5.0,Reject
Paper669,4.5,Reject
Paper67,4.928571428571429,Reject
Paper670,1.6,Reject
Paper671,5.222222222222222,Accept
Paper672,6.166666666666667,Accept
Paper673,6.444444444444445,Accept
Paper674,2.4285714285714284,Reject
Paper675,4.5,Accept
Paper678,3.0,Reject
Paper679,5.666666666666667,Accept
Paper68,4.0,Reject
Paper680,5.857142857142857,Reject
Paper681,6.0,Accept
Paper682,4.090909090909091,Reject
Paper683,2.2,Reject
Paper684,6.75,Accept
Paper686,3.3333333333333335,Reject
Paper687,2.3333333333333335,Reject
Paper688,4.0,Reject
Paper689,3.857142857142857,Reject
Paper69,8.0,Accept
Paper690,3.7777777777777777,Reject
Paper691,6.571428571428571,Accept
Paper693,5.571428571428571,Accept
Paper694,2.4,Reject
Paper695,4.5,Reject
Paper696,6.0,Accept
Paper697,2.5384615384615383,Reject
Paper698,3.0,Reject
Paper7,6.545454545454546,Reject
Paper70,5.571428571428571,Accept
Paper700,3.5,Reject
Paper701,4.818181818181818,Reject
Paper702,6.0,Accept
Paper703,3.0,Reject
Paper704,3.0,Reject
Paper705,3.6666666666666665,Reject
Paper707,7.454545454545454,Accept
Paper708,2.3333333333333335,Reject
Paper709,3.75,Reject
Paper71,6.0,Accept
Paper710,4.2,Reject
Paper711,5.6,Reject
Paper713,5.0,Reject
Paper714,4.8,Accept
Paper715,6.5,Accept
Paper716,1.6666666666666667,Reject
Paper717,4.0,Reject
Paper718,2.111111111111111,Reject
Paper720,6.25,Accept
Paper721,4.0,Reject
Paper722,6.666666666666667,Accept
Paper723,6.0,Reject
Paper724,4.5,Reject
Paper725,1.0,Reject
Paper726,5.166666666666667,Reject
Paper727,6.181818181818182,Reject
Paper728,2.25,Reject
Paper729,4.333333333333333,Reject
Paper73,5.1,Accept
Paper730,5.25,Reject
Paper732,6.666666666666667,Accept
Paper734,3.6666666666666665,Reject
Paper735,3.0,Reject
Paper736,4.181818181818182,Reject
Paper737,6.0,Accept
Paper738,2.5,Reject
Paper739,3.2857142857142856,Reject
Paper74,3.9,Reject
Paper740,4.5,Reject
Paper742,1.0,Reject
Paper743,4.0,Accept
Paper744,4.333333333333333,Reject
Paper745,5.333333333333333,Accept
Paper746,7.75,Reject
Paper748,3.6,Reject
Paper749,3.3333333333333335,Reject
Paper75,3.0,Reject
Paper750,2.25,Reject
Paper751,1.0,Reject
Paper752,1.8,Reject
Paper753,4.666666666666667,Reject
Paper754,6.75,Accept
Paper755,6.0,Accept
Paper756,3.0,Reject
Paper757,3.6666666666666665,Reject
Paper758,3.3333333333333335,Reject
Paper759,4.5,Reject
Paper76,2.25,Reject
Paper760,1.6666666666666667,Reject
Paper761,3.8333333333333335,Reject
Paper762,5.0,Reject
Paper764,4.333333333333333,Reject
Paper765,6.0,Reject
Paper766,2.111111111111111,Reject
Paper767,4.666666666666667,Reject
Paper768,5.285714285714286,Reject
Paper769,7.142857142857143,Accept
Paper77,6.0,Accept
Paper770,2.3333333333333335,Reject
Paper771,3.75,Reject
Paper772,6.0,Accept
Paper773,1.6666666666666667,Reject
Paper774,6.0,Accept
Paper775,5.0,Reject
Paper776,6.0,Accept
Paper778,3.0,Reject
Paper779,1.25,Reject
Paper78,8.0,Accept
Paper780,6.666666666666667,Accept
Paper781,8.0,Accept
Paper782,4.1,Reject
Paper783,6.0,Accept
Paper785,2.4,Reject
Paper786,3.0,Reject
Paper787,3.6,Reject
Paper788,4.5,Reject
Paper789,1.4,Reject
Paper79,5.0,Reject
Paper790,4.8,Reject
Paper791,6.571428571428571,Reject
Paper792,6.0,Reject
Paper793,2.6666666666666665,Reject
Paper795,6.0,Accept
Paper796,6.0,Reject
Paper797,6.5,Accept
Paper798,4.666666666666667,Reject
Paper799,6.0,Accept
Paper8,2.4545454545454546,Reject
Paper80,4.5,Reject
Paper800,2.111111111111111,Reject
Paper801,4.666666666666667,Reject
Paper802,2.272727272727273,Reject
Paper803,3.0,Reject
Paper804,6.0,Accept
Paper805,4.0,Reject
Paper806,4.666666666666667,Reject
Paper808,4.285714285714286,Reject
Paper809,6.0,Reject
Paper810,6.6,Accept
Paper811,7.2,Accept
Paper812,3.0,Reject
Paper814,2.8,Reject
Paper816,3.0,Reject
Paper817,6.0,Accept
Paper818,4.0,Reject
Paper819,3.857142857142857,Reject
Paper82,3.3,Reject
Paper820,6.75,Accept
Paper822,2.0,Reject
Paper824,6.75,Accept
Paper825,2.142857142857143,Reject
Paper826,2.111111111111111,Reject
Paper828,4.666666666666667,Reject
Paper829,2.5,Reject
Paper83,2.75,Reject
Paper832,8.0,Accept
Paper834,1.5454545454545454,Reject
Paper835,4.25,Reject
Paper836,6.75,Accept
Paper837,4.125,Reject
Paper839,6.0,Accept
Paper84,5.0,Reject
Paper842,2.2,Reject
Paper843,7.555555555555555,Accept
Paper844,6.75,Accept
Paper845,3.0,Reject
Paper846,3.6666666666666665,Reject
Paper847,3.0,Reject
Paper848,3.0,Reject
Paper849,2.0,Reject
Paper85,1.0,Reject
Paper850,8.0,Accept
Paper852,3.0,Reject
Paper853,5.625,Reject
Paper854,6.0,Accept
Paper855,6.0,Reject
Paper856,6.0,Accept
Paper857,2.0,Reject
Paper858,1.8,Reject
Paper859,3.0,Reject
Paper86,5.181818181818182,Reject
Paper860,4.125,Reject
Paper861,3.0,Reject
Paper863,3.0,Reject
Paper864,3.5555555555555554,Reject
Paper865,3.0,Reject
Paper866,2.142857142857143,Reject
Paper867,2.4285714285714284,Reject
Paper868,2.3333333333333335,Reject
Paper869,3.857142857142857,Reject
Paper87,4.5,Reject
Paper871,2.111111111111111,Reject
Paper872,5.5,Reject
Paper873,5.777777777777778,Accept
Paper874,2.7777777777777777,Reject
Paper875,1.6,Reject
Paper876,4.25,Reject
Paper877,6.615384615384615,Accept
Paper878,4.5,Reject
Paper879,3.0,Reject
Paper88,6.5,Accept
Paper880,4.5,Reject
Paper881,3.0,Reject
Paper882,6.0,Accept
Paper883,3.75,Reject
Paper884,5.5,Accept
Paper885,3.7142857142857144,Reject
Paper886,4.8,Reject
Paper887,3.0,Reject
Paper888,5.888888888888889,Accept
Paper890,3.2222222222222223,Reject
Paper891,3.0,Reject
Paper892,7.428571428571429,Accept
Paper893,4.5,Reject
Paper894,4.428571428571429,Reject
Paper896,4.333333333333333,Reject
Paper897,1.8571428571428572,Reject
Paper898,5.8,Accept
Paper899,2.4,Reject
Paper9,4.333333333333333,Reject
Paper90,4.5,Reject
Paper901,6.0,Reject
Paper902,3.9,Reject
Paper903,6.0,Reject
Paper904,3.0,Reject
Paper905,4.5,Reject
Paper906,3.0,Reject
Paper907,1.5,Reject
Paper908,4.0,Reject
Paper909,5.166666666666667,Accept
Paper91,6.0,Accept
Paper910,4.333333333333333,Reject
Paper911,3.6666666666666665,Reject
Paper912,5.25,Reject
Paper913,6.0,Accept
Paper914,6.0,Accept
Paper915,4.5,Reject
Paper916,3.9,Reject
Paper917,6.8,Accept
Paper918,6.0,Accept
Paper919,4.125,Reject
Paper920,4.0,Reject
Paper921,7.333333333333333,Accept
Paper922,5.4,Reject
Paper923,6.0,Accept
Paper924,5.4,Accept
Paper925,5.0,Reject
Paper926,6.7272727272727275,Accept
Paper928,6.5,Accept
Paper929,1.0,Reject
Paper93,6.4,Accept
Paper930,3.0,Reject
Paper931,6.75,Reject
Paper932,2.4285714285714284,Reject
Paper933,5.2,Accept
Paper934,5.25,Reject
Paper935,3.8333333333333335,Accept
Paper936,5.0,Accept
Paper938,5.25,Reject
Paper939,6.857142857142857,Accept
Paper94,3.0,Reject
Paper940,2.727272727272727,Reject
Paper943,5.0,Reject
Paper944,5.0,Reject
Paper945,5.0,Reject
Paper947,3.0,Reject
Paper948,2.0,Reject
Paper95,5.0,Accept
Paper950,6.857142857142857,Accept
Paper952,6.666666666666667,Accept
Paper953,3.0,Reject
Paper954,1.2857142857142858,Reject
Paper955,3.6,Reject
Paper956,3.4285714285714284,Reject
Paper957,1.0,Reject
Paper958,3.9,Reject
Paper959,7.0,Accept
Paper960,1.0,Reject
Paper961,1.8571428571428572,Reject
Paper962,5.0,Accept
Paper963,6.0,Accept
Paper964,3.6,Reject
Paper965,5.142857142857143,Reject
Paper966,8.0,Accept
Paper967,3.0,Reject
Paper968,3.0,Reject
Paper969,6.75,Reject
Paper97,4.5,Reject
Paper970,6.0,Accept
Paper971,4.125,Reject
Paper973,2.3333333333333335,Reject
Paper974,4.714285714285714,Accept
Paper975,4.25,Reject
Paper976,4.5,Accept
Paper977,4.0,Reject
Paper979,6.0,Accept
Paper980,4.5,Reject
Paper981,4.8,Accept
Paper983,6.0,Accept
Paper984,3.3333333333333335,Reject
Paper985,6.0,Accept
Paper986,4.5,Reject
Paper987,3.6,Reject
Paper989,5.875,Reject
Paper990,7.25,Accept
Paper992,6.6,Accept
Paper993,4.8,Reject
Paper995,8.0,Accept
Paper996,1.0,Reject
Paper997,3.857142857142857,Reject
Paper998,4.875,Reject
Paper999,3.7777777777777777,Accept
